s/n,sample_index,sentence,pred_pair_index,pred_cause,pred_effect,pred_causality,pred_sententiality,best_gold_pair_index,gold_cause,gold_effect,gold_causality,gold_sententiality,exact_match,soft_token_overlap_match,soft_pair_score,pred_causality_norm,gold_causality_norm,pred_sententiality_norm,gold_sententiality_norm
1189,869,"The strongest causal evidence that customary spanking increases antisocial behavior is based on prospective studies that control statistically for initial antisocial differences. None of those studies have investigated alternative disciplinary tactics that parents could use instead of spanking, however. Further, the small effects in those studies could be artifactual due to residual confounding, reflecting child effects on the frequency of all disciplinary tactics. This study re-analyzes the strongest causal evidence against customary spanking and uses these same methods to determine whether alternative disciplinary tactics are more effective in reducing antisocial behavior",0,customary spanking,antisocial behavior,Explicit,Intra,0,customary spanking,increased antisocial behavior,Implicit,Intra,0,1,0.9,Explicit,Implicit,Intra,Intra
1189,869,"The strongest causal evidence that customary spanking increases antisocial behavior is based on prospective studies that control statistically for initial antisocial differences. None of those studies have investigated alternative disciplinary tactics that parents could use instead of spanking, however. Further, the small effects in those studies could be artifactual due to residual confounding, reflecting child effects on the frequency of all disciplinary tactics. This study re-analyzes the strongest causal evidence against customary spanking and uses these same methods to determine whether alternative disciplinary tactics are more effective in reducing antisocial behavior",1,small effects,artifactual,Implicit,Intra,0,customary spanking,increased antisocial behavior,Implicit,Intra,0,0,0.0,Implicit,Implicit,Intra,Intra
1189,869,"The strongest causal evidence that customary spanking increases antisocial behavior is based on prospective studies that control statistically for initial antisocial differences. None of those studies have investigated alternative disciplinary tactics that parents could use instead of spanking, however. Further, the small effects in those studies could be artifactual due to residual confounding, reflecting child effects on the frequency of all disciplinary tactics. This study re-analyzes the strongest causal evidence against customary spanking and uses these same methods to determine whether alternative disciplinary tactics are more effective in reducing antisocial behavior",2,child effects,frequency of all disciplinary tactics,Implicit,Intra,0,customary spanking,increased antisocial behavior,Implicit,Intra,0,0,0.0,Implicit,Implicit,Intra,Intra
10238,870,"Our results provide some that cannabis initiation increases the risk of schizophrenia, although the size of the causal estimate is small. We find stronger evidence that schizophrenia risk predicts cannabis initiation, possibly as genetic instruments for schizophrenia are stronger than for cannabis initiation",0,cannabis initiation,risk of schizophrenia,Explicit,Intra,0,cannabis initiation,increased risk of schizophrenia,Implicit,Intra,0,1,0.9285714285714286,Explicit,Implicit,Intra,Intra
10238,870,"Our results provide some that cannabis initiation increases the risk of schizophrenia, although the size of the causal estimate is small. We find stronger evidence that schizophrenia risk predicts cannabis initiation, possibly as genetic instruments for schizophrenia are stronger than for cannabis initiation",1,schizophrenia risk,cannabis initiation,Explicit,Intra,0,cannabis initiation,increased risk of schizophrenia,Implicit,Intra,0,0,0.0,Explicit,Implicit,Intra,Intra
26165,871,Our study demonstrates a causal relationship between asthma and different types of sepsis. These findings suggest the importance of healthcare providers paying attention to the potential risk of sepsis in asthma patients and implementing appropriate preventive and intervention measures in a timely manner,0,asthma,different types of sepsis,Explicit,Intra,0,asthma,different types of sepsis,Explicit,Intra,1,1,1.0,Explicit,Explicit,Intra,Intra
1151,872,"The mHWP exact test using a mixture sample is a better HWP test for case-control genetic association studies than the traditional HWP in controls or the likelihood-based approach, and it will improve our ability to keep causal SNPs in the case-control genetic association studies",0,mHWP exact test using a mixture sample,better HWP test for case-control genetic association studies,Implicit,Intra,0,The mHWP exact test using a mixture sample,improved ability to keep causal SNPs in the case-control genetic association studies,Implicit,Intra,0,1,0.7,Implicit,Implicit,Intra,Intra
1151,872,"The mHWP exact test using a mixture sample is a better HWP test for case-control genetic association studies than the traditional HWP in controls or the likelihood-based approach, and it will improve our ability to keep causal SNPs in the case-control genetic association studies",1,mHWP exact test using a mixture sample,improve our ability to keep causal SNPs,Implicit,Intra,0,The mHWP exact test using a mixture sample,improved ability to keep causal SNPs in the case-control genetic association studies,Implicit,Intra,0,1,0.763157894736842,Implicit,Implicit,Intra,Intra
7038,873,Axitinib in combination with pemetrexed/cisplatin was generally well tolerated. Axitinib combinations resulted in non-significant differences in PFS and numerically higher ORR compared with chemotherapy alone in advanced NSCLC,0,Axitinib in combination with pemetrexed/cisplatin,well tolerated,Implicit,Intra,0,Axitinib combinations,Non-significant differences in PFS,Explicit,Intra,0,1,0.14285714285714288,Implicit,Explicit,Intra,Intra
7038,873,Axitinib in combination with pemetrexed/cisplatin was generally well tolerated. Axitinib combinations resulted in non-significant differences in PFS and numerically higher ORR compared with chemotherapy alone in advanced NSCLC,1,Axitinib combinations,non-significant differences in PFS,Implicit,Inter,0,Axitinib combinations,Non-significant differences in PFS,Explicit,Intra,1,1,1.0,Implicit,Explicit,Inter,Intra
7038,873,Axitinib in combination with pemetrexed/cisplatin was generally well tolerated. Axitinib combinations resulted in non-significant differences in PFS and numerically higher ORR compared with chemotherapy alone in advanced NSCLC,2,Axitinib combinations,numerically higher ORR,Implicit,Inter,1,Axitinib combinations,Numerically higher ORR,Explicit,Intra,1,1,1.0,Implicit,Explicit,Inter,Intra
26407,874,"The causal relationships of neutrophil percentage and melanoma skin cancer, eosinophil percentage and melanoma skin cancer were shown by this study, which provided a reference for subsequent research and treatment related to melanoma skin cancer",0,neutrophil percentage,melanoma skin cancer,Implicit,Intra,0,neutrophil percentage,melanoma skin cancer,Explicit,Intra,1,1,1.0,Implicit,Explicit,Intra,Intra
26407,874,"The causal relationships of neutrophil percentage and melanoma skin cancer, eosinophil percentage and melanoma skin cancer were shown by this study, which provided a reference for subsequent research and treatment related to melanoma skin cancer",1,eosinophil percentage,melanoma skin cancer,Implicit,Intra,1,eosinophil percentage,melanoma skin cancer,Explicit,Intra,1,1,1.0,Implicit,Explicit,Intra,Intra
21021,875,"When tackling complex public health challenges such as childhood obesity, interventions focused on immediate causes, such as poor diet and physical inactivity, have had limited success, largely because upstream root causes remain unresolved. A priority is to develop new modelling frameworks to infer the causal structure of complex chronic disease networks, allowing disease ""on-ramps"" to be identified and targeted",0,"interventions focused on immediate causes, such as poor diet and physical inactivity",limited success,Implicit,Intra,0,poor diet,childhood obesity,Explicit,Intra,0,1,0.14285714285714285,Implicit,Explicit,Intra,Intra
21021,875,"When tackling complex public health challenges such as childhood obesity, interventions focused on immediate causes, such as poor diet and physical inactivity, have had limited success, largely because upstream root causes remain unresolved. A priority is to develop new modelling frameworks to infer the causal structure of complex chronic disease networks, allowing disease ""on-ramps"" to be identified and targeted",1,upstream root causes remaining unresolved,limited success,Implicit,Inter,1,unresolved upstream root causes,"tackling complex public health challenges such as childhood obesity, interventions focused on immediate causes, such as poor diet and physical inactivity, have had limited success",Implicit,Intra,0,1,0.5185185185185186,Implicit,Implicit,Inter,Intra
